URL,Page Type,Target City,Primary Keyword,Secondary Keywords,Long-Tail Keywords,Search Intent,Title Tag Score,Content Score,Schema Score,Internal Linking Score,Local Relevance Score,GBP Alignment Score,Page Speed Score,Mobile Score,AEO Score,GEO Score,Technical SEO Score,EEAT Score,Conversion Score,Priority,Recommended Actions
/services/room-addition/kuna,city-service,Kuna,Room Addition Kuna,Room Addition Contractor Kuna; Room Addition Company Kuna Idaho; Room Addition Near Me,how much does a room addition cost in Kuna Idaho; best room addition contractor in Kuna,Commercial / Local,9,6,7,8,7,3,8,8,7,5,9,4,8,High,Add Kuna proof (testimonial/project) and a city-specific cost band; raise unique copy share above 50%
/services/room-addition/star,city-service,Star,Room Addition Star,Room Addition Contractor Star; Room Addition Company Star Idaho; Room Addition Near Me,how much does a room addition cost in Star Idaho; best room addition contractor in Star,Commercial / Local,9,6,7,8,7,3,8,8,7,5,9,4,8,High,Add Star proof (testimonial/project) and a city-specific cost band; raise unique copy share above 50%
/services/room-addition/middleton,city-service,Middleton,Room Addition Middleton,Room Addition Contractor Middleton; Room Addition Company Middleton Idaho; Room Addition Near Me,how much does a room addition cost in Middleton Idaho; best room addition contractor in Middleton,Commercial / Local,9,6,7,8,7,3,8,8,7,5,9,4,8,High,Add Middleton proof (testimonial/project) and a city-specific cost band; raise unique copy share above 50%
/services/room-addition/caldwell,city-service,Caldwell,Room Addition Caldwell,Room Addition Contractor Caldwell; Room Addition Company Caldwell Idaho; Room Addition Near Me,how much does a room addition cost in Caldwell Idaho; best room addition contractor in Caldwell,Commercial / Local,9,6,7,8,7,3,8,8,7,5,9,4,8,High,Add Caldwell proof (testimonial/project) and a city-specific cost band; raise unique copy share above 50%
/services/adu/boise,city-service,Boise,ADU Builder Boise,ADU / Guest House Contractor Boise; ADU / Guest House Company Boise Idaho; ADU Builder Near Me,how much does a adu / guest house cost in Boise Idaho; best adu / guest house contractor in Boise,Commercial / Local,9,6,7,8,7,3,8,8,7,5,9,5,8,Medium,"Raise unique copy share: add Boise-specific project narrative, cost band, and neighborhood-level detail beyond the template swaps"
/services/adu/meridian,city-service,Meridian,ADU Builder Meridian,ADU / Guest House Contractor Meridian; ADU / Guest House Company Meridian Idaho; ADU Builder Near Me,how much does a adu / guest house cost in Meridian Idaho; best adu / guest house contractor in Meridian,Commercial / Local,9,6,7,8,7,3,8,8,7,5,9,5,8,Medium,"Raise unique copy share: add Meridian-specific project narrative, cost band, and neighborhood-level detail beyond the template swaps"
/services/adu/eagle,city-service,Eagle,ADU Builder Eagle,ADU / Guest House Contractor Eagle; ADU / Guest House Company Eagle Idaho; ADU Builder Near Me,how much does a adu / guest house cost in Eagle Idaho; best adu / guest house contractor in Eagle,Commercial / Local,9,6,7,8,7,3,8,8,7,5,9,5,8,Medium,"Raise unique copy share: add Eagle-specific project narrative, cost band, and neighborhood-level detail beyond the template swaps"
/services/adu/nampa,city-service,Nampa,ADU Builder Nampa,ADU / Guest House Contractor Nampa; ADU / Guest House Company Nampa Idaho; ADU Builder Near Me,how much does a adu / guest house cost in Nampa Idaho; best adu / guest house contractor in Nampa,Commercial / Local,9,6,7,8,7,3,8,8,7,5,9,5,8,Medium,"Raise unique copy share: add Nampa-specific project narrative, cost band, and neighborhood-level detail beyond the template swaps"
/services/adu/kuna,city-service,Kuna,ADU Builder Kuna,ADU / Guest House Contractor Kuna; ADU / Guest House Company Kuna Idaho; ADU Builder Near Me,how much does a adu / guest house cost in Kuna Idaho; best adu / guest house contractor in Kuna,Commercial / Local,9,6,7,8,7,3,8,8,7,5,6,4,8,Medium,Noindexed doorway-risk page listed in sitemap.xml - remove from sitemap; build ADU content + local proof to re-index later
/services/adu/star,city-service,Star,ADU Builder Star,ADU / Guest House Contractor Star; ADU / Guest House Company Star Idaho; ADU Builder Near Me,how much does a adu / guest house cost in Star Idaho; best adu / guest house contractor in Star,Commercial / Local,9,6,7,8,7,3,8,8,7,5,6,4,8,Medium,Noindexed doorway-risk page listed in sitemap.xml - remove from sitemap; build ADU content + local proof to re-index later
/services/adu/middleton,city-service,Middleton,ADU Builder Middleton,ADU / Guest House Contractor Middleton; ADU / Guest House Company Middleton Idaho; ADU Builder Near Me,how much does a adu / guest house cost in Middleton Idaho; best adu / guest house contractor in Middleton,Commercial / Local,9,6,7,8,7,3,8,8,7,5,6,4,8,Medium,Noindexed doorway-risk page listed in sitemap.xml - remove from sitemap; build ADU content + local proof to re-index later
/services/adu/caldwell,city-service,Caldwell,ADU Builder Caldwell,ADU / Guest House Contractor Caldwell; ADU / Guest House Company Caldwell Idaho; ADU Builder Near Me,how much does a adu / guest house cost in Caldwell Idaho; best adu / guest house contractor in Caldwell,Commercial / Local,9,6,7,8,7,3,8,8,7,5,6,4,8,Medium,Noindexed doorway-risk page listed in sitemap.xml - remove from sitemap; build ADU content + local proof to re-index later
/guides/boise-remodeling-cost-guide,guide:hub-pillar,Treasure Valley,Boise Remodeling Cost Guide (2026 Planning Ranges),Boise remodeling guide; Treasure Valley remodeling costs,derived from H2 question headings (see 03-keyword-strategy.md),Informational,8,9,7,8,7,3,8,8,8,7,9,5,7,Medium,Add named author with credentials; refresh dateModified; add local project example
/guides/treasure-valley-remodeling-guide,guide:master,Treasure Valley,Treasure Valley Remodeling Guide,remodeling in the Treasure Valley; Boise area remodeling overview,what to know before remodeling in the Treasure Valley,Informational,8,4,7,8,6,3,8,8,6,6,9,4,7,High,"Expand master guide to 600+ words: per-city market snapshot, permit overview, cost index linking to all pillars"
/guides/boise-remodeling-guide,guide:location,Boise,Boise Remodeling Guide,remodeling in Boise Idaho; Boise home renovation,what does it cost to remodel a home in Boise Idaho,Informational / Local,8,3,7,8,6,3,8,8,5,5,9,4,7,High,"Expand from ~149 to 500-700 words: Boise housing stock by era, permit specifics, cost bands, neighborhood call-outs, link to /areas page"
/guides/boise-kitchen-remodeling-guide,guide:hub-pillar,Treasure Valley,Boise Kitchen Remodeling Guide,Boise remodeling guide; Treasure Valley remodeling costs,derived from H2 question headings (see 03-keyword-strategy.md),Informational,8,7,7,8,7,3,8,8,8,7,9,5,7,Medium,Add named author with credentials; refresh dateModified; add local project example
/guides/boise-bathroom-remodeling-guide,guide:hub-pillar,Treasure Valley,Boise Bathroom Remodeling Guide,Boise remodeling guide; Treasure Valley remodeling costs,derived from H2 question headings (see 03-keyword-strategy.md),Informational,8,7,7,8,7,3,8,8,8,7,9,5,7,High,"Expand pillar toward 800-1200 words: add cost/timeline tables, named local examples, comparison sections"
/guides/boise-home-addition-guide,guide:hub-pillar,Treasure Valley,Boise Home Addition Guide,Boise remodeling guide; Treasure Valley remodeling costs,derived from H2 question headings (see 03-keyword-strategy.md),Informational,8,7,7,8,7,3,8,8,8,7,9,5,7,High,"Expand pillar toward 800-1200 words: add cost/timeline tables, named local examples, comparison sections"
/guides/whole-home-remodeling-guide,guide:hub-pillar,Treasure Valley,Whole Home Remodeling Guide,Boise remodeling guide; Treasure Valley remodeling costs,derived from H2 question headings (see 03-keyword-strategy.md),Informational,8,6,7,8,7,3,8,8,8,7,9,5,7,High,"Expand pillar toward 800-1200 words: add cost/timeline tables, named local examples, comparison sections"
/guides/choose-remodeling-contractor-boise,guide:hub-pillar,Treasure Valley,How to Choose a Remodeling Contractor in Boise,Boise remodeling guide; Treasure Valley remodeling costs,derived from H2 question headings (see 03-keyword-strategy.md),Informational,8,7,7,8,7,3,8,8,8,7,9,5,7,Medium,Add named author with credentials; refresh dateModified; add local project example
/guides/boise-remodeling-process-guide,guide:hub-pillar,Treasure Valley,Boise Remodeling Process Guide,Boise remodeling guide; Treasure Valley remodeling costs,derived from H2 question headings (see 03-keyword-strategy.md),Informational,8,6,7,8,7,3,8,8,8,7,9,5,7,High,"Expand pillar toward 800-1200 words: add cost/timeline tables, named local examples, comparison sections"
/guides/best-remodeling-roi-boise,guide:hub-pillar,Treasure Valley,Best Remodeling Projects for ROI in Boise,Boise remodeling guide; Treasure Valley remodeling costs,derived from H2 question headings (see 03-keyword-strategy.md),Informational,8,7,7,8,7,3,8,8,8,7,9,5,7,High,"Expand pillar toward 800-1200 words: add cost/timeline tables, named local examples, comparison sections"
/guides/outdoor-living-remodeling-guide,guide:hub-pillar,Treasure Valley,Outdoor Living Remodeling Guide,Boise remodeling guide; Treasure Valley remodeling costs,derived from H2 question headings (see 03-keyword-strategy.md),Informational,8,7,7,8,7,3,8,8,8,7,9,5,7,High,"Expand pillar toward 800-1200 words: add cost/timeline tables, named local examples, comparison sections"
